scenario,sequence,age,height,weight,sex,ethnicity
Scenario1,1694,Adult,0.2182559,0.8798678,Female,African
Scenario1,1695,Adult,0.9179316,0.2446603,Male,Caucasian
Scenario1,1696,Adult,0.8347788,0.1530457,Female,Asian
Scenario1,1697,Adult,0.9910978,0.1740823,Female,LatinAmerican
Scenario1,1698,Preteen,0.8239437,0.6271192,Male,Caucasian
Scenario1,1699,Adult,0.2488409,0.7491237,Male,LatinAmerican
Scenario1,17,Preteen,0.3148596,0.8756951,Male,Asian
Scenario1,170,Adult,0.4630049,0.07118225,Male,LatinAmerican
Scenario1,1700,Adult,0.9725053,0.5036752,Female,Asian
Scenario1,1701,Adult,0.9134094,0.6670921,Male,Caucasian
Scenario1,1702,Adult,0.5007815,0.662864,Female,Caucasian
Scenario1,1703,Child1,0.9514599,0.341467,Male,Caucasian
Scenario1,1704,Adult,0.1242348,0.6949403,Male,LatinAmerican
Scenario1,1705,Child2,0.009412766,0.3729652,Male,LatinAmerican
Scenario1,1706,Adult,0.2366874,0.9529783,Female,Asian
Scenario1,1707,Adult,0.4153477,0.1189479,Female,Asian
Scenario1,1708,Adult,0.6348287,0.485711,Female,Asian
Scenario1,1709,Adult,0.978753,0.4425228,Male,Caucasian
Scenario1,171,Child2,0.4618608,0.7374353,Female,Caucasian
Scenario1,1710,Adult,0.7657017,0.6397891,Female,LatinAmerican
Scenario1,1711,Toddler,0.3450246,0.4278803,Female,Caucasian
Scenario1,1712,Adult,0.2299304,0.6704422,Male,African
Scenario1,1713,Preteen,0.6419725,0.8010806,Male,Asian
Scenario1,1714,Adult,0.4796182,0.7014552,Male,Caucasian
Scenario1,1715,Adult,0.8815982,0.5900213,Female,Asian
Scenario1,1716,Adult,0.2366874,0.9529783,Female,Asian
Scenario1,1717,Adult,0.7322152,0.777639,Female,Caucasian
Scenario1,1718,Adult,0.2299304,0.6704422,Male,African
Scenario1,1719,Adult,0.9711589,0.6315964,Female,African
Scenario1,172,Adult,0.5900728,0.1257946,Female,Caucasian
Scenario1,1720,Adult,0.1733643,0.6393324,Male,African
Scenario1,1721,Adult,0.5323377,0.6857656,Male,Asian
Scenario1,1722,Adult,0.6670928,0.6158115,Male,LatinAmerican
Scenario1,1723,Adult,0.2299304,0.6704422,Male,African
Scenario1,1724,Adult,0.3719238,0.0348115,Female,Asian
Scenario1,1725,Adult,0.7322152,0.777639,Female,Caucasian
Scenario1,1726,Adult,0.6348287,0.485711,Female,Asian
Scenario1,1727,Child1,0.302382,0.30079,Male,Caucasian
Scenario1,1728,Preteen,0.6419725,0.8010806,Male,Asian
Scenario1,1729,Adult,0.6803015,0.35627,Male,Caucasian
Scenario1,173,Adult,0.5261987,0.389498,Male,LatinAmerican
Scenario1,1730,Toddler,0.3450246,0.4278803,Female,Caucasian
Scenario1,1731,Adult,0.3910972,0.4998478,Female,Asian
Scenario1,1732,Preteen,0.555233,0.4195248,Male,Asian
Scenario1,1733,Adult,0.7657017,0.6397891,Female,LatinAmerican
Scenario1,1734,Preteen,0.6419725,0.8010806,Male,Asian
Scenario1,1735,Adult,0.6803015,0.35627,Male,Caucasian
Scenario1,1736,Adult,0.2910559,0.4960579,Female,African
Scenario1,1737,Adult,0.9660246,0.8979933,Female,LatinAmerican
Scenario1,1738,Adult,0.1514485,0.1857085,Female,Caucasian
Scenario1,1739,Adult,0.7263528,0.1292863,Female,Caucasian
Scenario1,174,Adult,0.6289933,0.9972394,Male,LatinAmerican
Scenario1,1740,Adult,0.5454726,0.535283,Female,African
Scenario1,1741,Adult,0.6803015,0.35627,Male,Caucasian
Scenario1,1742,Adult,0.9134094,0.6670921,Male,Caucasian
Scenario1,1743,Preteen,0.2237946,0.4637253,Male,Asian
Scenario1,1744,Adult,0.6979977,0.5816723,Male,Asian
Scenario1,1745,Adult,0.9242392,0.5427712,Male,LatinAmerican
Scenario1,1746,Preteen,0.9231296,0.1435978,Female,African
Scenario1,1747,Adult,0.3719238,0.0348115,Female,Asian
Scenario1,1748,Adult,0.9134094,0.6670921,Male,Caucasian
Scenario1,1749,Adult,0.1733643,0.6393324,Male,African
Scenario1,175,Toddler,0.9845686,0.3888078,Female,Caucasian
Scenario1,1750,Adult,0.5454726,0.535283,Female,African
Scenario1,1751,Child1,0.3070724,0.6857791,Female,LatinAmerican
Scenario1,1752,Adult,0.9840134,0.8430251,Male,Caucasian
Scenario1,1753,Preteen,0.2467833,0.8600765,Male,Caucasian
Scenario1,1754,Adult,0.4964355,0.1496427,Male,African
Scenario1,1755,Adult,0.9338059,0.07702053,Male,LatinAmerican
Scenario1,1756,Adult,0.1442317,0.5604703,Female,African
Scenario1,1757,Adult,0.5223845,0.742411,Female,Asian
Scenario1,1758,Adult,0.05513322,0.7540606,Male,LatinAmerican
Scenario1,1759,Adult,0.5078983,0.1937587,Male,LatinAmerican
Scenario1,176,Adult,0.6244955,0.297066,Male,LatinAmerican
Scenario1,1760,Child2,0.4947495,0.9501611,Female,LatinAmerican
Scenario1,1761,Toddler,0.03972471,0.619714,Male,African
Scenario1,1762,Adult,0.5361203,0.2544762,Male,African
Scenario1,1763,Adult,0.5804451,0.8119154,Male,Asian
Scenario1,1764,Child2,0.6421129,0.8475308,Female,Asian
Scenario1,1765,Adult,0.8287635,0.8344399,Female,LatinAmerican
Scenario1,1766,Adult,0.6460326,0.5000453,Female,Caucasian
Scenario1,1767,Preteen,0.07575309,0.6590111,Female,Asian
Scenario1,1768,Adult,0.9895735,0.5059228,Female,Asian
Scenario1,1769,Adult,0.3077546,0.5832043,Male,African
Scenario1,177,Preteen,0.07264662,0.6648358,Male,Caucasian
Scenario1,1770,Child1,0.986495,0.9058541,Female,African
Scenario1,1771,Toddler,0.407402,0.9758166,Female,Asian
Scenario1,1772,Adult,0.5361203,0.2544762,Male,African
Scenario1,1773,Adult,0.3077546,0.5832043,Male,African
Scenario1,1774,Adult,0.03080165,0.6246884,Female,Caucasian
Scenario1,1775,Child1,0.3070724,0.6857791,Female,LatinAmerican
Scenario1,1776,Toddler,0.03972471,0.619714,Male,African
Scenario1,1777,Adult,0.5078983,0.1937587,Male,LatinAmerican
Scenario1,1778,Adult,0.512068,0.1008244,Female,Asian
Scenario1,1779,Adult,0.5384225,0.4973669,Male,Asian
Scenario1,178,Adult,0.878401,0.2249931,Female,African
Scenario1,1780,Child1,0.3070724,0.6857791,Female,LatinAmerican
Scenario1,1781,Adult,0.1385348,0.634179,Female,African
Scenario1,1782,Toddler,0.407402,0.9758166,Female,Asian
Scenario1,1783,Adult,0.4233488,0.8630868,Male,Asian
Scenario1,1784,Adult,0.9338059,0.07702053,Male,LatinAmerican
Scenario1,1785,Toddler,0.03972471,0.619714,Male,African
Scenario1,1786,Adult,0.1324805,0.3359836,Female,African
Scenario1,1787,Adult,0.9895735,0.5059228,Female,Asian
Scenario1,1788,Adult,0.9437069,0.9802544,Male,Caucasian
Scenario1,1789,Adult,0.4302557,0.2879096,Female,Caucasian
Scenario1,179,Adult,0.009536862,0.381537,Male,Asian
Scenario1,1790,Adult,0.512068,0.1008244,Female,Asian
Scenario1,1791,Adult,0.3077546,0.5832043,Male,African
Scenario1,1792,Adult,0.7396837,0.4717225,Male,Asian
Scenario1,1793,Adult,0.3077546,0.5832043,Male,African
Scenario1,1794,Adult,0.1475863,0.981292,Male,African
Scenario1,1795,Adult,0.1475863,0.981292,Male,African
Scenario1,1796,Toddler,0.03972471,0.619714,Male,African
Scenario1,1797,Preteen,0.2467833,0.8600765,Male,Caucasian
Scenario1,1798,Toddler,0.03972471,0.619714,Male,African
Scenario1,1799,Adult,0.5384225,0.4973669,Male,Asian
Scenario1,18,Adult,0.7650812,0.7250814,Male,LatinAmerican
Scenario1,180,Adult,0.504029,0.9432474,Male,Caucasian
Scenario1,1800,Adult,0.6827011,0.3542763,Male,Caucasian
Scenario1,1801,Adult,0.06321919,0.6595609,Male,Asian
Scenario1,1802,Adult,0.4318022,0.802605,Male,LatinAmerican
Scenario1,1803,Child2,0.01104212,0.03032792,Male,Caucasian
Scenario1,1804,Adult,0.1902605,0.2916901,Female,Asian
Scenario1,1805,Adult,0.1694238,0.4787015,Male,African
Scenario1,1806,Child2,0.8951311,0.8820314,Female,Asian
Scenario1,1807,Adult,0.00770092,0.8964117,Male,Asian
Scenario1,1808,Adult,0.06321919,0.6595609,Male,Asian
Scenario1,1809,Adult,0.00770092,0.8964117,Male,Asian
Scenario1,181,Adult,0.5952164,0.9068406,Female,Caucasian
Scenario1,1810,Adult,0.6096193,0.4533825,Female,African
Scenario1,1811,Adult,0.9316543,0.647248,Male,Caucasian
Scenario1,1812,Adult,0.1804091,0.6522923,Male,African
Scenario1,1813,Child1,0.6939094,0.4760499,Female,LatinAmerican
Scenario1,1814,Child1,0.3715392,0.9999398,Female,African
Scenario1,1815,Adult,0.4431231,0.01978481,Female,LatinAmerican
Scenario1,1816,Child2,0.01104212,0.03032792,Male,Caucasian
Scenario1,1817,Adult,0.8630823,0.5441573,Male,African
Scenario1,1818,Adult,0.2705418,0.2515329,Female,Asian
Scenario1,1819,Adult,0.5306916,0.1259013,Male,Asian
Scenario1,182,Adult,0.9985226,0.7767348,Male,LatinAmerican
Scenario1,1820,Child2,0.8951311,0.8820314,Female,Asian
Scenario1,1821,Toddler,0.5019047,0.148479,Female,Asian
Scenario1,1822,Adult,0.8701025,0.1100355,Male,Asian
Scenario1,1823,Adult,0.1694238,0.4787015,Male,African
Scenario1,1824,Adult,0.06321919,0.6595609,Male,Asian
Scenario1,1825,Child1,0.793303,0.8734876,Male,Asian
Scenario1,1826,Adult,0.4318022,0.802605,Male,LatinAmerican
Scenario1,1827,Adult,0.913693,0.8276191,Male,Asian
Scenario1,1828,Adult,0.6134067,0.1848325,Female,LatinAmerican
Scenario1,1829,Adult,0.03079402,0.5478823,Male,Caucasian
Scenario1,183,Adult,0.2404779,0.6585565,Male,LatinAmerican
Scenario1,1830,Preteen,0.665468,0.1638376,Male,Asian
Scenario1,1831,Adult,0.03079402,0.5478823,Male,Caucasian
Scenario1,1832,Child2,0.8951311,0.8820314,Female,Asian
Scenario1,1833,Child2,0.01104212,0.03032792,Male,Caucasian
Scenario1,1834,Child1,0.1456058,0.1300572,Female,LatinAmerican
Scenario1,1835,Child1,0.793303,0.8734876,Male,Asian
Scenario1,1836,Child1,0.6939094,0.4760499,Female,LatinAmerican
Scenario1,1837,Preteen,0.8185419,0.5753021,Female,African
Scenario1,1838,Adult,0.5593497,0.2088629,Female,LatinAmerican
Scenario1,1839,Adult,0.3269043,0.126238,Female,LatinAmerican
Scenario1,184,Adult,0.878401,0.2249931,Female,African
Scenario1,1840,Adult,0.1183553,0.2176054,Male,LatinAmerican
Scenario1,1841,Toddler,0.5019047,0.148479,Female,Asian
Scenario1,1842,Adult,0.4748212,0.8741095,Female,LatinAmerican
Scenario1,1843,Toddler,0.8299176,0.4381796,Male,Asian
Scenario1,1844,Toddler,0.5019047,0.148479,Female,Asian
Scenario1,1845,Adult,0.5215259,0.3637286,Male,African
Scenario1,1846,Toddler,0.8299176,0.4381796,Male,Asian
Scenario1,1847,Adult,0.4748212,0.8741095,Female,LatinAmerican
Scenario1,1848,Adult,0.6470629,0.2006098,Female,LatinAmerican
Scenario1,1849,Child1,0.6939094,0.4760499,Female,LatinAmerican
Scenario1,185,Child2,0.2689086,0.8194139,Male,Caucasian
Scenario1,1850,Child1,0.3715392,0.9999398,Female,African
Scenario1,1851,Adult,0.6569617,0.1826806,Male,African
Scenario1,1852,Child1,0.2393739,0.9584354,Female,African
Scenario1,1853,Adult,0.8292292,0.1046947,Male,LatinAmerican
Scenario1,1854,Toddler,0.8264276,0.9974374,Female,LatinAmerican
Scenario1,1855,Toddler,0.951537,0.2720797,Female,Caucasian
Scenario1,1856,Adult,0.8053981,0.1380913,Female,African
Scenario1,1857,Adult,0.6653246,0.3745872,Male,Caucasian
Scenario1,1858,Adult,0.7845602,0.9426613,Male,Caucasian
Scenario1,1859,Adult,0.8824693,0.5092664,Female,African
Scenario1,186,Child2,0.7449774,0.5060014,Male,Asian
Scenario1,1860,Adult,0.8292292,0.1046947,Male,LatinAmerican
Scenario1,1861,Child2,0.668905,0.3211836,Female,Caucasian
Scenario1,1862,Preteen,0.4108005,0.2715236,Male,Caucasian
Scenario1,1863,Adult,0.8612975,0.7195489,Male,Caucasian
Scenario1,1864,Adult,0.6149451,0.00859189,Male,African
Scenario1,1865,Preteen,0.4108005,0.2715236,Male,Caucasian
Scenario1,1866,Adult,0.4544156,0.4002953,Male,African
Scenario1,1867,Adult,0.8612975,0.7195489,Male,Caucasian
Scenario1,1868,Adult,0.07717657,0.6453241,Female,Asian
Scenario1,1869,Child1,0.4668127,0.2229991,Male,African
Scenario1,187,Adult,0.712455,0.2103394,Female,LatinAmerican
Scenario1,1870,Adult,0.08302367,0.5518376,Male,LatinAmerican
Scenario1,1871,Adult,0.08302367,0.5518376,Male,LatinAmerican
Scenario1,1872,Preteen,0.8318484,0.4900626,Female,LatinAmerican
Scenario1,1873,Adult,0.8292292,0.1046947,Male,LatinAmerican
Scenario1,1874,Adult,0.489584,0.1305797,Male,African
Scenario1,1875,Child2,0.5737818,0.2593974,Female,African
Scenario1,1876,Adult,0.3296224,0.4859586,Male,African
Scenario1,1877,Adult,0.5426265,0.3543409,Male,Asian
Scenario1,1878,Adult,0.07717657,0.6453241,Female,Asian
Scenario1,1879,Toddler,0.4970512,0.06020606,Female,Asian
Scenario1,188,Adult,0.01850176,0.324031,Female,LatinAmerican
Scenario1,1880,Adult,0.6653246,0.3745872,Male,Caucasian
Scenario1,1881,Adult,0.4082276,0.6653447,Male,Asian
Scenario1,1882,Adult,0.2137932,0.320717,Male,Asian
Scenario1,1883,Adult,0.4480838,0.5021533,Female,LatinAmerican
Scenario1,1884,Child1,0.2393739,0.9584354,Female,African
Scenario1,1885,Adult,0.2829109,0.7685145,Male,African
Scenario1,1886,Adult,0.1781166,0.08542967,Female,LatinAmerican
Scenario1,1887,Adult,0.7112823,0.1611729,Male,Asian
Scenario1,1888,Adult,0.7199404,0.1114709,Female,Asian
Scenario1,1889,Adult,0.6810874,0.4354895,Male,Asian
Scenario1,189,Toddler,0.5634292,0.594887,Male,LatinAmerican
Scenario1,1890,Adult,0.6569617,0.1826806,Male,African
Scenario1,1891,Adult,0.6149451,0.00859189,Male,African
Scenario1,1892,Adult,0.3284342,0.6446368,Female,Asian
Scenario1,1893,Adult,0.1781166,0.08542967,Female,LatinAmerican
Scenario1,1894,Adult,0.4544156,0.4002953,Male,African
Scenario1,1895,Adult,0.4544156,0.4002953,Male,African
Scenario1,1896,Adult,0.08302367,0.5518376,Male,LatinAmerican
Scenario1,1897,Child2,0.1905999,0.9545636,Female,African
Scenario1,1898,Adult,0.8612975,0.7195489,Male,Caucasian
Scenario1,1899,Child1,0.4668127,0.2229991,Male,African
Scenario1,19,Child2,0.04650748,0.9218405,Female,Caucasian
Scenario1,190,Adult,0.4003657,0.6111373,Male,African
Scenario1,1900,Adult,0.6149451,0.00859189,Male,African
Scenario1,1901,Adult,0.602415,0.3822128,Female,LatinAmerican
Scenario1,1902,Preteen,0.7187974,0.1611853,Male,Caucasian
Scenario1,1903,Adult,0.5912343,0.7475611,Female,Asian
Scenario1,1904,Adult,0.5953053,0.505686,Female,Asian
Scenario1,1905,Adult,0.5485339,0.2450342,Male,LatinAmerican
Scenario1,1906,Adult,0.5378612,0.2867289,Male,Caucasian
Scenario1,1907,Adult,0.09697521,0.7289835,Male,LatinAmerican
Scenario1,1908,Adult,0.001817822,0.7844604,Female,Caucasian
Scenario1,1909,Adult,0.3291957,0.5930811,Female,African
Scenario1,191,Toddler,0.5634292,0.594887,Male,LatinAmerican
Scenario1,1910,Adult,0.3291957,0.5930811,Female,African
Scenario1,1911,Adult,0.9038879,0.28477,Male,LatinAmerican
Scenario1,1912,Adult,0.7524529,0.7056222,Female,Caucasian
Scenario1,1913,Adult,0.2875046,0.796452,Male,LatinAmerican
Scenario1,1914,Adult,0.7524529,0.7056222,Female,Caucasian
Scenario1,1915,Adult,0.8697535,0.9100453,Female,LatinAmerican
Scenario1,1916,Adult,0.8433026,0.4323995,Female,Asian
Scenario1,1917,Adult,0.5783525,0.8193505,Female,African
Scenario1,1918,Toddler,0.5815082,0.8562123,Male,Asian
Scenario1,1919,Adult,0.2875046,0.796452,Male,LatinAmerican
Scenario1,192,Adult,0.4003657,0.6111373,Male,African
Scenario1,1920,Child1,0.915949,0.916196,Female,Asian
Scenario1,1921,Child1,0.915949,0.916196,Female,Asian
Scenario1,1922,Adult,0.5485339,0.2450342,Male,LatinAmerican
Scenario1,1923,Adult,0.8433026,0.4323995,Female,Asian
Scenario1,1924,Adult,0.1534992,0.4680163,Female,Asian
Scenario1,1925,Adult,0.8800578,0.1159074,Female,LatinAmerican
Scenario1,1926,Toddler,0.6864088,0.2912663,Male,Asian
Scenario1,1927,Adult,0.9560851,0.9558806,Male,Asian
Scenario1,1928,Toddler,0.5815082,0.8562123,Male,Asian
Scenario1,1929,Adult,0.5912343,0.7475611,Female,Asian
Scenario1,193,Adult,0.6630045,0.2831615,Female,Caucasian
Scenario1,1930,Adult,0.6191971,0.2897969,Male,African
Scenario1,1931,Adult,0.3291957,0.5930811,Female,African
Scenario1,1932,Child1,0.2877855,0.8855505,Female,LatinAmerican
Scenario1,1933,Adult,0.3372682,0.515797,Male,Caucasian
Scenario1,1934,Adult,0.8697535,0.9100453,Female,LatinAmerican
Scenario1,1935,Adult,0.5535694,0.8357313,Female,Caucasian
Scenario1,1936,Adult,0.5522408,0.2549243,Female,Caucasian
Scenario1,1937,Adult,0.7829471,0.6829832,Male,LatinAmerican
Scenario1,1938,Adult,0.602415,0.3822128,Female,LatinAmerican
Scenario1,1939,Adult,0.5912343,0.7475611,Female,Asian
Scenario1,194,Adult,0.5083697,0.4309951,Male,Asian
Scenario1,1940,Adult,0.7829471,0.6829832,Male,LatinAmerican
Scenario1,1941,Adult,0.1780121,0.3555957,Male,Caucasian
Scenario1,1942,Adult,0.8697535,0.9100453,Female,LatinAmerican
Scenario1,1943,Adult,0.5783525,0.8193505,Female,African
Scenario1,1944,Adult,0.7600999,0.7404656,Male,Asian
Scenario1,1945,Toddler,0.6864088,0.2912663,Male,Asian
Scenario1,1946,Adult,0.3372682,0.515797,Male,Caucasian
Scenario1,1947,Toddler,0.5815082,0.8562123,Male,Asian
Scenario1,1948,Adult,0.7524529,0.7056222,Female,Caucasian
Scenario1,1949,Adult,0.3291957,0.5930811,Female,African
Scenario1,195,Adult,0.878401,0.2249931,Female,African
Scenario1,1950,Adult,0.1534992,0.4680163,Female,Asian
Scenario1,1951,Adult,0.07425416,0.6955823,Female,African
Scenario1,1952,Adult,0.5176487,0.2777692,Female,Asian
Scenario1,1953,Adult,0.711175,0.9415002,Male,Asian
Scenario1,1954,Adult,0.1450753,0.8068573,Male,LatinAmerican
Scenario1,1955,Adult,0.6192483,0.8525311,Male,LatinAmerican
Scenario1,1956,Adult,0.9941429,0.8631183,Female,LatinAmerican
Scenario1,1957,Adult,0.4363303,0.4995359,Male,African
Scenario1,1958,Adult,0.5771277,0.1827203,Male,Asian
Scenario1,1959,Adult,0.8839988,0.8497282,Male,African
Scenario1,196,Adult,0.504029,0.9432474,Male,Caucasian
Scenario1,1960,Adult,0.9446747,0.3920733,Female,LatinAmerican
Scenario1,1961,Adult,0.1450753,0.8068573,Male,LatinAmerican
Scenario1,1962,Adult,0.435683,0.9275471,Male,LatinAmerican
Scenario1,1963,Adult,0.9941429,0.8631183,Female,LatinAmerican
Scenario1,1964,Adult,0.9614772,0.4368132,Male,LatinAmerican
Scenario1,1965,Adult,0.9210912,0.008775949,Female,Asian
Scenario1,1966,Adult,0.3269593,0.9536568,Female,Asian
Scenario1,1967,Adult,0.1522834,0.1731822,Female,African
Scenario1,1968,Adult,0.8845861,0.8282162,Female,Caucasian
Scenario1,1969,Adult,0.3269593,0.9536568,Female,Asian
Scenario1,197,Adult,0.4573495,0.4322822,Male,LatinAmerican
Scenario1,1970,Adult,0.1055988,0.4595082,Female,Caucasian
Scenario1,1971,Adult,0.5060775,0.8935611,Male,African
Scenario1,1972,Adult,0.4363303,0.4995359,Male,African
Scenario1,1973,Adult,0.542075,0.8188515,Male,LatinAmerican
Scenario1,1974,Preteen,0.269851,0.1935538,Female,Asian
Scenario1,1975,Adult,0.3085262,0.07923472,Male,African
Scenario1,1976,Adult,0.7528924,0.1403391,Male,African
Scenario1,1977,Adult,0.9910698,0.1174867,Male,Asian
Scenario1,1978,Adult,0.9614772,0.4368132,Male,LatinAmerican
Scenario1,1979,Adult,0.6281583,0.714748,Male,Caucasian
Scenario1,198,Adult,0.8983839,0.3665274,Male,Asian
Scenario1,1980,Preteen,0.269851,0.1935538,Female,Asian
Scenario1,1981,Adult,0.435683,0.9275471,Male,LatinAmerican
Scenario1,1982,Child2,0.5412161,0.5228417,Male,African
Scenario1,1983,Child1,0.8106687,0.1479127,Male,Asian
Scenario1,1984,Adult,0.4089241,0.6069099,Male,Caucasian
Scenario1,1985,Adult,0.542075,0.8188515,Male,LatinAmerican
Scenario1,1986,Adult,0.4089241,0.6069099,Male,Caucasian
Scenario1,1987,Preteen,0.7346298,0.7699736,Female,Caucasian
Scenario1,1988,Adult,0.5176487,0.2777692,Female,Asian
Scenario1,1989,Adult,0.8784075,0.5467181,Female,African
Scenario1,199,Adult,0.712455,0.2103394,Female,LatinAmerican
Scenario1,1990,Adult,0.435683,0.9275471,Male,LatinAmerican
Scenario1,1991,Adult,0.6281583,0.714748,Male,Caucasian
Scenario1,1992,Adult,0.0745784,0.8658093,Female,African
Scenario1,1993,Adult,0.8413692,0.8056388,Male,Asian
Scenario1,1994,Adult,0.1055988,0.4595082,Female,Caucasian
Scenario1,1995,Adult,0.4363303,0.4995359,Male,African
Scenario1,1996,Adult,0.8110585,0.7291993,Female,African
Scenario1,1997,Adult,0.7242085,0.5111735,Male,Asian
Scenario1,1998,Preteen,0.03199589,0.09290564,Male,African
Scenario1,1999,Adult,0.7528924,0.1403391,Male,African
Scenario1,2,Adult,0.9622756,0.3333523,Male,Caucasian
Scenario1,20,Adult,0.08694506,0.4827021,Female,African
Scenario1,200,Adult,0.5261987,0.389498,Male,LatinAmerican
Scenario1,2000,Child1,0.1571133,0.5864089,Female,LatinAmerican
Scenario1,201,Adult,0.5660336,0.4179269,Male,LatinAmerican
Scenario1,202,Child2,0.9743989,0.1661003,Male,African
Scenario1,203,Adult,0.5312129,0.4360728,Female,LatinAmerican
Scenario1,204,Adult,0.638234,0.9601468,Male,Caucasian
Scenario1,205,Adult,0.8928037,0.799351,Male,African
Scenario1,206,Adult,0.3630776,0.6760644,Female,LatinAmerican
Scenario1,207,Adult,0.5425739,0.2598672,Female,African
Scenario1,208,Adult,0.119541,0.2457968,Female,Caucasian
Scenario1,209,Adult,0.638234,0.9601468,Male,Caucasian
Scenario1,21,Adult,0.827951,0.5995649,Female,LatinAmerican
Scenario1,210,Adult,0.6153531,0.2501243,Female,Caucasian
Scenario1,211,Adult,0.1482449,0.961718,Male,Caucasian
Scenario1,212,Adult,0.8928037,0.799351,Male,African
Scenario1,213,Adult,0.4636848,0.8781741,Male,African
Scenario1,214,Child1,0.5216784,0.1868968,Male,LatinAmerican
Scenario1,215,Adult,0.4368737,0.1518222,Male,Asian
Scenario1,216,Adult,0.4368737,0.1518222,Male,Asian
Scenario1,217,Child2,0.7969816,0.615606,Female,Caucasian
Scenario1,218,Adult,0.09000301,0.882375,Female,African
Scenario1,219,Adult,0.05320668,0.4291188,Female,LatinAmerican
Scenario1,22,Adult,0.8704498,0.7198315,Male,Asian
Scenario1,220,Child2,0.9743989,0.1661003,Male,African
Scenario1,221,Adult,0.4636848,0.8781741,Male,African
Scenario1,222,Adult,0.4591596,0.0103184,Female,Caucasian
Scenario1,223,Adult,0.302858,0.1801813,Female,LatinAmerican
Scenario1,224,Adult,0.638234,0.9601468,Male,Caucasian
Scenario1,225,Adult,0.9004651,0.4076353,Male,Caucasian
Scenario1,226,Adult,0.8024365,0.532275,Female,Asian
Scenario1,227,Adult,0.4591596,0.0103184,Female,Caucasian
Scenario1,228,Adult,0.1118369,0.3871777,Female,Asian
Scenario1,229,Adult,0.1202495,0.0495888,Male,Asian
Scenario1,23,Adult,0.4527824,0.4557194,Female,Caucasian
Scenario1,230,Adult,0.2653924,0.8886368,Female,Asian
Scenario1,231,Adult,0.160779,0.5697116,Male,African
Scenario1,232,Adult,0.5032049,0.8400928,Female,Asian
Scenario1,233,Adult,0.2653924,0.8886368,Female,Asian
Scenario1,234,Adult,0.3630776,0.6760644,Female,LatinAmerican
Scenario1,235,Adult,0.5425739,0.2598672,Female,African
Scenario1,236,Adult,0.5660336,0.4179269,Male,LatinAmerican
Scenario1,237,Adult,0.160779,0.5697116,Male,African
Scenario1,238,Adult,0.4591596,0.0103184,Female,Caucasian
Scenario1,239,Adult,0.06303,0.2055551,Female,LatinAmerican
Scenario1,24,Adult,0.1799911,0.9299762,Female,African
Scenario1,240,Adult,0.09000301,0.882375,Female,African
Scenario1,241,Adult,0.3281093,0.7917204,Female,LatinAmerican
Scenario1,242,Adult,0.4636848,0.8781741,Male,African
Scenario1,243,Child2,0.7969816,0.615606,Female,Caucasian
Scenario1,244,Adult,0.6153531,0.2501243,Female,Caucasian
Scenario1,245,Child2,0.7294698,0.8129874,Female,Asian
Scenario1,246,Adult,0.06303,0.2055551,Female,LatinAmerican
Scenario1,247,Adult,0.09478498,0.1102333,Female,Caucasian
Scenario1,248,Adult,0.1482449,0.961718,Male,Caucasian
Scenario1,249,Adult,0.6153531,0.2501243,Female,Caucasian
Scenario1,25,Adult,0.8808504,0.2018948,Female,Asian
Scenario1,250,Preteen,0.3445942,0.8305519,Male,Asian
Scenario1,251,Adult,0.08612323,0.9205725,Female,Asian
Scenario1,252,Toddler,0.7907827,0.5876707,Female,Caucasian
Scenario1,253,Adult,0.165765,0.9091913,Male,African
Scenario1,254,Adult,0.7544004,0.8171731,Female,African
Scenario1,255,Adult,0.1415254,0.1285844,Female,LatinAmerican
Scenario1,256,Child1,0.6547488,0.1108263,Male,Caucasian
Scenario1,257,Adult,0.4347637,0.3790618,Male,Asian
Scenario1,258,Adult,0.1753824,0.1798958,Female,Asian
Scenario1,259,Adult,0.2516826,0.324724,Female,LatinAmerican
Scenario1,26,Preteen,0.5856541,0.002064228,Male,LatinAmerican
Scenario1,260,Child1,0.2394556,0.9460292,Female,African
Scenario1,261,Adult,0.7635914,0.9263843,Male,LatinAmerican
Scenario1,262,Child1,0.2394556,0.9460292,Female,African
Scenario1,263,Adult,0.4347637,0.3790618,Male,Asian
Scenario1,264,Adult,0.1415254,0.1285844,Female,LatinAmerican
Scenario1,265,Toddler,0.8108217,0.6440265,Female,Caucasian
Scenario1,266,Preteen,0.6484805,0.8904485,Female,African
Scenario1,267,Adult,0.5841459,0.0526278,Male,Caucasian
Scenario1,268,Adult,0.165765,0.9091913,Male,African
Scenario1,269,Adult,0.7635914,0.9263843,Male,LatinAmerican
Scenario1,27,Child2,0.04650748,0.9218405,Female,Caucasian
Scenario1,270,Adult,0.5841459,0.0526278,Male,Caucasian
Scenario1,271,Adult,0.3114408,0.829046,Male,Caucasian
Scenario1,272,Preteen,0.5891172,0.1559199,Male,LatinAmerican
Scenario1,273,Adult,0.3075795,0.2917212,Male,LatinAmerican
Scenario1,274,Adult,0.3971432,0.6641772,Male,Asian
Scenario1,275,Child1,0.5358582,0.1875213,Female,Caucasian
Scenario1,276,Adult,0.6217375,0.1984197,Male,Caucasian
Scenario1,277,Adult,0.003464341,0.7264197,Female,LatinAmerican
Scenario1,278,Child1,0.2394556,0.9460292,Female,African
